date,station_id,station_name,season,total_population,occupancy_percent,scientists,engineers,technicians,logistics,medical,visitors,weather_type,temperature_c,wind_speed_kmh,wind_gust_kmh,humidity_percent,pressure_hpa,snowfall_cm,snow_depth_cm,visibility_m,solar_radiation_wm2,solar_daylight_hours,solar_elevation_deg,weather_severity,accommodation_load_kw,laboratory_load_kw,kitchen_load_kw,heating_load_kw,water_plant_load_kw,communication_load_kw,lighting_load_kw,emergency_load_kw,total_load_kw,solar_generation_kw,battery_soc_percent,battery_charge_kw,battery_discharge_kw,generator_status,active_generators,generator_output_kw,generator_runtime_hours,power_margin_kw,renewable_share_percent,overload_flag,load_shedding_kwh,power_shortage_event,daily_load_energy_kwh,solar_energy_kwh,solar_to_load_kwh,battery_to_load_kwh,generator_energy_kwh,unserved_energy_kwh,fuel_stock_liters,fuel_consumed_today_liters,fuel_days_remaining,fuel_status,fuel_efficiency_l_per_kwh,refuel_event,refuel_quantity_liters,fuel_shipment_status,fuel_shipments_pending,fuel_eta_days,fuel_received_today_liters,fuel_shortage_event,fuel_shipment_created_today,fuel_shipment_delayed_today,fuel_delivery_days,chp_waste_heat_kw,daily_water_consumption_liters,daily_water_production_liters,water_storage_liters,water_balance_liters,water_days_remaining,water_status,water_quality_index,snow_melting_plant_status,water_refill_event,water_shortage_event,water_emergency,water_plant_utilisation_percent,inventory_health_score,critical_items,low_items,delayed_shipments,expired_items,inventory_orders_pending,inventory_eta_days,inventory_batch_count,expired_quantity,received_today,inventory_shortage_items,inventory_orders_created_today,connectivity_status,bandwidth_mbps,latency_ms,packet_loss_percent,sync_mode,buffered_data_mb,offline_duration_days,signal_quality_percent,buffer_uploaded_today_mb,communication_outage_event,power_risk,fuel_risk,inventory_risk,weather_risk,water_risk,connectivity_risk,occupancy_risk,overall_risk_score,overall_risk_level,top_risk_factor,top_risk_reason,risk_score,risk_level,station_health,risk_breakdown
2003-01-06,BHARATI,Bharati,SUMMER,43,91.49,15,10,9,5,2,2,NORMAL,-3.54,16.7,38.82,77.09,990.27,0.85,22.21,5123.49,456.03,24.0,43.12,15.91,44.25,49.45,21.05,8.0,18.75,7.92,4.59,4.0,158.01,13.68,74.77,0.0,23.09,NORMAL,3,174.39,19.0,245.61,9.27,False,0.0,False,3541.15,328.34,328.34,554.27,3313.36,0.0,278835.55,1031.66,270.3,GOOD,0.31,False,0.0,En Route,1,66,0.0,False,False,False,-1,160.98,2515.5,5993.98,150000.0,3478.48,59.6,GOOD,96.93,RUNNING,False,False,False,85.63,100.0,0,0,0,0,1,175,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,8.75,0.0,0.0,22.0,6.28,LOW,occupancy,high occupancy (>90%),6.28,LOW,93.72,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 8.75, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-06,MAITRI,Maitri,SUMMER,43,91.49,15,10,9,5,2,2,NORMAL,-6.34,22.78,44.9,55.95,995.54,0.47,5.74,5123.49,408.05,24.0,41.76,17.86,44.25,49.45,21.05,8.0,18.75,7.92,4.59,4.0,158.01,7.65,74.83,0.0,18.92,NORMAL,3,171.99,20.0,178.01,5.19,False,0.0,False,3541.15,183.62,183.62,453.99,3439.87,0.0,263712.16,1070.84,246.3,GOOD,0.31,False,0.0,En Route,1,71,0.0,False,False,False,-1,158.72,2515.5,3148.0,120000.0,632.5,47.7,GOOD,97.52,RUNNING,False,False,False,62.96,100.0,0,0,0,0,1,175,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,9.82,0.0,0.0,22.0,6.38,LOW,occupancy,high occupancy (>90%),6.38,LOW,93.62,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 9.82, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-07,BHARATI,Bharati,SUMMER,42,89.36,15,10,8,5,2,2,CLEAR,-2.21,13.7,25.06,72.95,995.76,0.0,22.14,9341.13,616.96,24.0,43.01,5.63,43.5,48.3,20.7,8.0,18.5,8.25,4.61,4.0,155.86,18.51,74.77,0.0,23.09,LOW,2,165.85,19.0,254.15,12.71,False,0.0,False,3494.75,444.21,444.21,554.27,3151.09,0.0,277855.69,979.86,283.6,GOOD,0.31,False,0.0,En Route,1,65,0.0,False,False,False,-1,152.8,2457.0,7148.35,150000.0,4691.35,61.1,GOOD,97.64,RUNNING,False,False,False,100.0,100.0,0,0,0,0,1,174,28,0.0,0.0,0,0,ONLINE,33.6,700,1.4,REALTIME,0.0,0,96.0,0.0,False,0.0,16.0,0.0,3.1,0.0,0.0,0.0,3.51,LOW,fuel,fuel shipment pending; long delivery ETA (>60 days),3.51,LOW,96.49,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 3.1, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 0.0}"
2003-01-07,MAITRI,Maitri,SUMMER,42,89.36,15,10,8,5,2,2,CLEAR,-5.95,22.83,34.19,53.07,998.65,0.0,5.63,9341.13,551.84,24.0,41.65,8.82,43.5,48.3,20.7,8.0,18.5,8.25,4.61,4.0,155.86,10.35,74.83,0.0,18.92,NORMAL,3,166.44,20.0,183.56,7.11,False,0.0,False,3494.75,248.33,248.33,453.99,3328.76,0.0,262675.73,1036.43,253.4,GOOD,0.31,False,0.0,En Route,1,70,0.0,False,False,False,-1,153.63,2457.0,3126.0,120000.0,669.0,48.8,GOOD,97.28,RUNNING,False,False,False,62.52,100.0,0,0,0,0,1,174,28,0.0,0.0,0,0,ONLINE,33.6,700,1.4,REALTIME,0.0,0,96.0,0.0,False,0.0,16.0,0.0,4.85,0.0,0.0,0.0,3.69,LOW,fuel,fuel shipment pending; long delivery ETA (>60 days),3.69,LOW,96.31,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 4.85, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 0.0}"
2003-01-08,BHARATI,Bharati,SUMMER,43,91.49,15,10,9,5,2,2,NORMAL,-2.66,13.05,22.42,77.55,994.78,1.87,23.94,6710.98,456.91,24.0,42.89,12.65,44.25,49.45,21.05,8.0,18.75,8.21,4.74,4.0,158.45,13.71,74.77,0.0,23.09,NORMAL,3,174.91,19.0,245.09,9.26,False,0.0,False,3551.71,328.98,328.97,554.27,3323.29,0.0,276820.97,1034.72,267.5,GOOD,0.31,False,0.0,En Route,1,64,0.0,False,False,False,-1,161.45,2515.5,6062.16,150000.0,3546.66,59.6,GOOD,97.38,RUNNING,False,False,False,86.6,100.0,0,0,0,0,1,173,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,6.96,0.0,0.0,22.0,6.1,LOW,occupancy,high occupancy (>90%),6.1,LOW,93.9,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 6.96, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-08,MAITRI,Maitri,SUMMER,43,91.49,15,10,9,5,2,2,NORMAL,-7.27,17.8,27.17,58.42,996.36,1.05,6.59,6710.98,407.23,24.0,41.53,14.04,44.25,49.45,21.05,8.0,18.75,8.21,4.74,4.0,158.45,7.64,74.83,0.0,18.92,NORMAL,3,172.54,20.0,177.46,5.16,False,0.0,False,3551.71,183.25,183.26,453.99,3450.79,0.0,261601.48,1074.25,243.5,GOOD,0.31,False,0.0,En Route,1,69,0.0,False,False,False,-1,159.23,2515.5,3318.0,120000.0,802.5,47.7,GOOD,97.39,RUNNING,False,False,False,66.36,100.0,0,0,0,0,1,173,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,7.72,0.0,0.0,22.0,6.17,LOW,occupancy,high occupancy (>90%),6.17,LOW,93.83,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 7.72, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-09,BHARATI,Bharati,SUMMER,43,91.49,15,10,9,5,2,2,NORMAL,-1.37,13.14,45.1,76.38,998.7,1.15,25.02,4362.72,457.66,24.0,42.76,16.62,44.25,49.45,21.05,8.0,18.75,7.51,4.7,4.0,157.71,13.73,74.77,0.0,23.09,NORMAL,3,173.95,19.0,246.05,9.32,False,0.0,False,3533.95,329.52,329.52,554.27,3304.98,0.0,275791.9,1029.07,268.0,GOOD,0.31,False,0.0,En Route,1,63,0.0,False,False,False,-1,160.58,2515.5,6046.31,150000.0,3530.81,59.6,GOOD,97.18,RUNNING,False,False,False,86.38,100.0,0,0,0,0,1,172,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,9.14,0.0,0.0,22.0,6.31,LOW,occupancy,high occupancy (>90%),6.31,LOW,93.69,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 9.14, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-09,MAITRI,Maitri,SUMMER,43,91.49,15,10,9,5,2,2,NORMAL,-7.01,31.66,50.66,58.51,997.82,0.1,6.53,7759.32,405.76,24.0,41.4,15.22,44.25,49.45,21.05,8.0,18.75,6.93,4.9,4.0,157.33,7.61,74.83,0.0,18.92,NORMAL,3,171.23,20.0,178.77,5.18,False,0.0,False,3524.83,182.59,182.59,453.99,3424.58,0.0,260535.35,1066.13,244.4,GOOD,0.31,False,0.0,En Route,1,68,0.0,False,False,False,-1,158.03,2515.5,3306.0,120000.0,790.5,47.7,GOOD,97.77,RUNNING,False,False,False,66.12,100.0,0,0,0,0,1,172,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,8.37,0.0,0.0,22.0,6.24,LOW,occupancy,high occupancy (>90%),6.24,LOW,93.76,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 8.37, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-10,BHARATI,Bharati,SUMMER,43,91.49,15,10,9,5,2,2,NORMAL,-1.82,10.7,24.73,75.35,1000.22,1.26,26.23,8264.56,458.58,24.0,42.62,8.16,44.25,49.45,21.05,8.0,18.75,8.16,4.57,4.0,158.23,13.76,74.77,0.0,23.09,NORMAL,3,174.57,19.0,245.43,9.31,False,0.0,False,3546.43,330.18,330.18,554.27,3316.8,0.0,274759.18,1032.72,266.1,GOOD,0.31,False,0.0,En Route,1,62,0.0,False,False,False,-1,161.14,2515.5,6133.15,150000.0,3617.65,59.6,GOOD,97.4,RUNNING,False,False,False,87.62,100.0,0,0,0,0,1,171,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,4.49,0.0,0.0,22.0,5.85,LOW,occupancy,high occupancy (>90%),5.85,LOW,94.15,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 4.49, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-10,MAITRI,Maitri,SUMMER,44,93.62,16,11,9,5,2,1,NORMAL,-7.82,16.92,31.26,56.59,994.12,0.89,7.34,5017.99,405.91,24.0,41.26,17.16,45.0,50.6,21.4,8.0,19.0,8.19,4.64,4.0,160.83,7.61,74.83,0.0,18.92,NORMAL,3,175.17,20.0,174.83,5.07,False,0.0,False,3603.63,182.66,182.66,453.99,3503.31,0.0,259584.93,950.42,273.1,GOOD,0.27,False,0.0,En Route,1,67,0.0,False,False,False,-1,130.74,2574.0,3468.0,120000.0,894.0,46.6,GOOD,97.16,RUNNING,False,False,False,69.36,100.0,0,0,0,0,1,171,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,9.44,0.0,0.0,22.0,6.34,LOW,occupancy,high occupancy (>90%),6.34,LOW,93.66,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 9.44, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-11,BHARATI,Bharati,SUMMER,45,95.74,16,11,9,5,2,2,NORMAL,-3.42,14.64,43.63,75.18,994.5,1.4,27.56,5768.39,459.65,24.0,42.48,14.54,45.75,51.75,21.75,8.0,19.25,8.36,5.8,4.0,164.66,13.79,74.77,0.0,23.09,NORMAL,3,182.1,19.0,237.9,8.97,False,0.0,False,3690.35,330.95,330.95,554.27,3459.96,0.0,273682.11,1077.07,254.1,GOOD,0.31,False,0.0,En Route,1,61,0.0,False,False,False,-1,168.05,2632.5,7085.08,150000.0,4452.58,57.0,GOOD,97.23,RUNNING,False,False,False,100.0,100.0,0,0,0,0,1,170,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,8.0,0.0,0.0,22.0,6.2,LOW,occupancy,high occupancy (>90%),6.2,LOW,93.8,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 8.0, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-11,MAITRI,Maitri,SUMMER,43,91.49,15,10,9,5,2,2,NORMAL,-7.76,45.42,59.41,59.09,989.76,0.29,7.4,8494.62,404.52,24.0,41.12,18.53,44.25,49.45,21.05,8.0,18.75,8.27,5.11,4.0,158.88,7.58,74.83,0.0,18.92,NORMAL,3,173.12,20.0,176.88,5.11,False,0.0,False,3562.03,182.03,182.04,453.99,3462.33,0.0,258507.09,1077.84,239.8,GOOD,0.31,False,0.0,En Route,1,66,0.0,False,False,False,-1,159.76,2515.5,3480.0,120000.0,964.5,47.7,GOOD,97.69,RUNNING,False,False,False,69.6,100.0,0,0,0,0,1,170,28,0.0,0.0,0,0,ONLINE,30.8,1060,4.2,REALTIME,0.0,0,88.0,0.0,False,0.0,16.0,0.0,10.19,0.0,0.0,22.0,6.42,LOW,occupancy,high occupancy (>90%),6.42,LOW,93.58,"{'power': 0.0, 'fuel': 16.0, 'inventory': 0.0, 'weather': 10.19, 'water': 0.0, 'connectivity': 0.0, 'occupancy': 22.0}"
2003-01-12,BHARATI,Bharati,SUMMER,46,97.87,17,11,9,6,2,1,HEAVY_SNOW,-6.64,39.47,55.9,81.41,987.38,23.53,50.89,497.19,172.49,24.0,42.33,56.69,46.5,52.9,22.1,8.0,19.5,7.86,5.77,4.0,166.63,5.17,74.77,0.0,23.09,NORMAL,3,195.2,19.0,224.8,3.33,False,0.0,False,3732.44,124.19,124.19,554.27,3708.8,0.0,272527.88,1154.23,236.1,GOOD,0.31,False,0.0,Delayed,1,61,0.0,False,False,True,-1,180.06,2691.0,7000.0,150000.0,4309.0,55.7,GOOD,95.99,RUNNING,False,False,False,100.0,100.0,0,0,0,0,1,170,28,0.0,0.0,0,0,LIMITED,7.0,4120,28.0,STORE_AND_FORWARD,67.83,0,20.0,0.0,False,0.0,34.0,0.0,41.18,0.0,28.45,22.0,15.96,LOW,weather,low visibility (<500m),15.96,LOW,84.04,"{'power': 0.0, 'fuel': 34.0, 'inventory': 0.0, 'weather': 41.18, 'water': 0.0, 'connectivity': 28.45, 'occupancy': 22.0}"
